id,player_class,type,name,set,text,cost,attack,health,rarity,collectible,flavor,mechanics,dust,play_requirements,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability,entourage
KAR_204,PRIEST,MINION,Onyx Bishop,KARA,<b>Battlecry:</b> Summon a friendly minion that died this game.,5,3,4,RARE,True,"B4 is a nice place to visit, but he wouldn't want to live there.",['BATTLECRY'],"[100, 800, 20, 100]",,,"Unlocked in the Opera, in One Night in Karazhan.","Crafting unlocked in the Opera, in One Night in Karazhan.",,,,
GVG_019,WARLOCK,SPELL,Demonheart,GVG,"Deal 5 damage to a minion.  If it's a friendly Demon, give it +5/+5 instead.",5,,,EPIC,True,Virtually every member of the pro demon lobby is a warlock. Weird.,,"[400, 1600, 100, 400]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
EX1_507e,NEUTRAL,ENCHANTMENT,Mrgglaargl!,EXPERT1,+2/+1 from Murloc Warleader.,,,,,,,,,,,,,,,,
OG_080ae,NEUTRAL,ENCHANTMENT,Bloodthistle,OG,Costs (2) less.,,,,,,,,,,,,,,,,
KAR_025,WARLOCK,SPELL,Kara Kazham!,KARA,"Summon a 1/1 Candle, 2/2 Broom, and 3/3 Teapot.",5,,,COMMON,True,This is what happens when you tell Khadgar to set the table.,,"[40, 400, 5, 50]",{'REQ_NUM_MINION_SLOTS': 1},,"Unlocked in the Opera, in One Night in Karazhan.","Crafting unlocked in the Opera, in One Night in Karazhan.",,,,
CFM_025,NEUTRAL,MINION,Wind-up Burglebot,GANGS,"Whenever this attacks a minion and survives, draw�a card.",6,5,5,EPIC,True,Don't blame the bot for his crimes...  Blame whoever keeps winding him up!,['CHOOSE_ONE'],"[400, 1600, 100, 400]",,MECHANICAL,,,,,,
XXX_013,NEUTRAL,SPELL,Discard,CHEAT,Choose a hero.  That hero's controller discards his hand.,0,,,COMMON,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_HERO_TARGET': 0}",,,,,,,
TB_PickYourFate_9_EnchMinion,NEUTRAL,ENCHANTMENT,Bonus,TB,Your <b>Deathrattle</b> minions have +1/+1.,,,,,,,,,,,,,,,,
CFM_120,NEUTRAL,MINION,Mistress of Mixtures,GANGS,<b>Deathrattle:</b> Restore 4 Health to both players.,1,2,2,COMMON,True,Her favorite mixture is cola and lime.,['DEATHRATTLE'],"[40, 400, 5, 50]",,,,,,,,
CS2_073e2,ROGUE,ENCHANTMENT,Cold Blood,EXPERT1,+4 Attack.,,,,,,,,,,,,,,,,
NAX5_03,NEUTRAL,SPELL,Mindpocalypse,NAXX,Both players draw 2 cards and gain a Mana Crystal.,2,,,,,,,,,,,,,,,
BRMA10_5,NEUTRAL,MINION,Chromatic Drake,BRM,,4,7,3,,,,,,,DRAGON,,,,,,
XXX_021,NEUTRAL,SPELL,Restore All Health,CHEAT,Restore all Health to a character.,0,,,COMMON,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
BRMA04_3,NEUTRAL,MINION,Firesworn,BRM,<b>Deathrattle:</b> Deal 1 damage to the enemy hero for each Firesworn that died this turn.,0,0,5,,,,['DEATHRATTLE'],,,,,,,,,
KARA_04_01h,NEUTRAL,HERO,The Crone,KARA,,,,30,COMMON,,,,,,,,,,,,
NAX15_02,NEUTRAL,HERO_POWER,Frost Blast,NAXX,"<b>Hero Power</b>
Deal 2 damage to the enemy hero and <b>Freeze</b> it.",0,,,,,,"['AI_MUST_PLAY', 'FREEZE']",,,,,,,,,
PART_003,NEUTRAL,SPELL,Rusty Horn,GVG,Give a minion <b>Taunt</b>.,1,,,,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
KARA_09_01heroic,NEUTRAL,HERO,Terestian Illhoof,KARA,,,,40,,,,,,,,,,,,,
XXX_027,NEUTRAL,SPELL,Server Crash,CHEAT,Crash the Server.  DON'T BE A FOOL.,0,,,,,,,,,,,,,,,
KARA_09_07,NEUTRAL,SPELL,Steal Life,KARA,Deal 5 damage. Restore #5 Health to your hero.,6,,,,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
HERO_09,PRIEST,HERO,Anduin Wrynn,CORE,,,,30,FREE,True,,,,,,,,,,,
OG_249,NEUTRAL,MINION,Infested Tauren,OG,"<b>Taunt</b>.
<b>Deathrattle:</b> Summon a 2/2 Slime.",4,2,3,COMMON,True,The Overmind and the Old Gods are surprisingly similar.,"['DEATHRATTLE', 'TAUNT']","[40, 400, 5, 50]",,,,,,,,
GVG_122,MAGE,MINION,Wee Spellstopper,GVG,Adjacent minions can't be targeted by spells or Hero Powers.,4,2,5,EPIC,True,Bane of spellcasters and spelling bees everywhere.,['AURA'],"[400, 1600, 100, 400]",,,,,,,,
GVG_092,NEUTRAL,MINION,Gnomish Experimenter,GVG,"<b>Battlecry:</b> Draw a card. If it's a minion, transform it into a Chicken.",3,3,2,RARE,True,He's legitimately surprised every time he turns himself into a chicken.,['BATTLECRY'],"[100, 800, 20, 100]",,,,,,,,
LOE_105e,HUNTER,ENCHANTMENT,Explorer's Hat,LOE,+1/+1. <b>Deathrattle:</b> Add an Explorer's Hat to your hand.,,,,,,,,,,,,,,,,
KAR_044,NEUTRAL,MINION,Moroes,KARA,"<b>Stealth</b>
At the end of your turn, summon a 1/1 Steward.",3,1,1,LEGENDARY,True,"Moroes runs an army of stewards, but still ends up inflating the balloons himself.",['STEALTH'],"[1600, 3200, 400, 1600]",,,"Unlocked in the Parlor, in One Night in Karazhan.","Crafting unlocked in the Parlor, in One Night in Karazhan.",,,,
TB_CoOpBossSpell_6,NEUTRAL,SPELL,Kill the Lorewalker,TB,Destroy Lorewalker Cho.,0,,,,,,,,,,,,,,,
BRM_020,NEUTRAL,MINION,Dragonkin Sorcerer,BRM,"Whenever <b>you</b> target this minion with a spell, gain +1/+1.",4,3,5,COMMON,True,"Dragonkin Sorcerers be all ""I'm a wizard"" and everyone else be all ""daaaaang"".",,"[40, 400, 5, 50]",,DRAGON,"Unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.","Crafting unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.",,,,
OG_156,NEUTRAL,MINION,Bilefin Tidehunter,OG,<b>Battlecry:</b> Summon a 1/1 Ooze with <b>Taunt</b>.,2,2,1,COMMON,True,Bile actually makes for surprisingly sturdy fins.,['BATTLECRY'],"[40, 400, 5, 50]",,MURLOC,,,,,,
AT_035t,ROGUE,SPELL,Ambush!,TGT,"When you draw this, summon a 4/4 Nerubian for your opponent. Draw a card.",0,,,,,,['TOPDECK'],,,,,,,,,
EX1_102,NEUTRAL,MINION,Demolisher,EXPERT1,"At the start of your turn, deal 2 damage to a random enemy.",3,1,4,RARE,True,"Laying siege isn't fun for anyone.  It's not even all that effective, now that everyone has a flying mount.",,"[100, 800, 20, 100]",,MECHANICAL,,,,,,
KARA_00_02a,WARLOCK,MINION,Abyssal,KARA,,6,6,6,,,,,,,DEMON,,,,,,
TB_DeckRecipe_MyDeckID,NEUTRAL,ENCHANTMENT,My Deck ID,TB,,,,,,,,,,,,,,,,,
TB_GreatCurves_01,NEUTRAL,ENCHANTMENT,TB_ClockworkCardDealer,TB,,,,,,,,,,,,,,,,,
EX1_043,NEUTRAL,MINION,Twilight Drake,EXPERT1,<b>Battlecry:</b> Gain +1 Health for each card in your hand.,4,4,1,RARE,True,Twilight drakes feed on Mystical Energy.  And Tacos.,['BATTLECRY'],"[100, 800, 20, 100]",,DRAGON,,,,,,
CRED_35,NEUTRAL,MINION,Max McCall,CREDITS,Your emotes have no cooldown and can't be squelched.,4,9,2,LEGENDARY,,,,,,,,,,,,
EX1_096,NEUTRAL,MINION,Loot Hoarder,EXPERT1,<b>Deathrattle:</b> Draw a card.,2,2,1,COMMON,True,Always roll need.,['DEATHRATTLE'],"[40, 400, 5, 50]",,,,,,,,
BRMA12_3,NEUTRAL,SPELL,Brood Affliction: Red,BRM,"While this is in your hand, take 1 damage at the start of your turn.",1,,,,,,"['EVIL_GLOW', 'ImmuneToSpellpower']",,,,,,,,,
TB_SPT_Minion1e,NEUTRAL,ENCHANTMENT,Will of Stormwind,TB,Stormwind is granting this card Health.,,,,,,,,,,,,,,,,
BRMA05_3He,NEUTRAL,ENCHANTMENT,Living Bomb,BRM,"On Geddon's turn, deal 10 damage to all of your stuff.",,,,,,,,,,,,,,,,
GVG_069a,PRIEST,ENCHANTMENT,Repairs!,GVG,+4 Health.,,,,,,,,,,,,,,,,
AT_037t,DRUID,MINION,Sapling,TGT,,1,1,1,,,,,,,,,,,,,
OG_072,ROGUE,SPELL,Journey Below,OG,<b>Discover</b> a <b>Deathrattle</b> card.,1,,,RARE,True,Don't stop believing there's something below.,,"[100, 800, 20, 100]",,,,,,,,
CFM_614e,NEUTRAL,ENCHANTMENT,Savage Mark,GANGS,+1/+1.,,,,,,,,,,,,,,,,
LOEA07_20,NEUTRAL,SPELL,Boom!,LOE,Deal 3 damage to all enemy minions.,1,,,,,,,,,,,,,,,
EX1_534,HUNTER,MINION,Savannah Highmane,EXPERT1,<b>Deathrattle:</b> Summon two 2/2 Hyenas.,6,6,5,RARE,True,"In the jungle, the mighty jungle, the lion gets slowly consumed by hyenas.",['DEATHRATTLE'],"[100, 800, 20, 100]",,BEAST,,,,,,
KAR_025c,WARLOCK,MINION,Teapot,KARA,,3,3,3,,,,,,,,,,,,,
NEW1_011,WARRIOR,MINION,Kor'kron Elite,CORE,<b>Charge</b>,4,4,3,COMMON,True,The Kor'kron are the elite forces of Garrosh Hellscream. Let's just say you don't want to run into these guys while wearing a blue tabard.,['CHARGE'],,,,Unlocked at Level 4.,Unlocked at Level 44.,,,,
AT_022,WARLOCK,SPELL,Fist of Jaraxxus,TGT,"When you play or discard this, deal 4 damage to a random enemy.",4,,,RARE,True,* Not actually Jaraxxus' fist.,['InvisibleDeathrattle'],"[100, 800, 20, 100]",,,,,,,,
TU4b_001,MAGE,HERO,Millhouse Manastorm,MISSIONS,,,,20,COMMON,,,,,,,,,,,,
AT_045ee,NEUTRAL,ENCHANTMENT,Mistcaller Deck Ench,TGT,,,,,,,,,,,,,,,,,
TB_SPT_Minion2e,NEUTRAL,ENCHANTMENT,Emboldened,TB,Standard Bearer is granting +2 Attack to this minion.,,,,,,,,,,,,,,,,
NAX7_02,NEUTRAL,MINION,Understudy,NAXX,<b>Taunt</b>,2,0,7,,,,['TAUNT'],,,,,,,,,
EX1_379e,PALADIN,ENCHANTMENT,Repentance,EXPERT1,Health reduced to 1.,,,,,,,,,,,,,,,,
TB_Superfriends002e,ROGUE,ENCHANTMENT,Draw Offensive Play,TB,"Draw Offensive Play on first, third, and fifth turn",,,,,,,,,,,,,,,,
KAR_A10_06,NEUTRAL,MINION,Black Bishop,KARA,<b>Auto-Attack:</b> Restore 2 Health to adjacent minions.,3,0,6,,,,['AUTOATTACK'],,,,,,,,,
CS2_073e,ROGUE,ENCHANTMENT,Cold Blood,EXPERT1,+2 Attack.,,,,,,,,,,,,,,,,
TB_FW_ImbaTron,NEUTRAL,MINION,Annoy-o-p-Tron,TB,<b>Battlecry:</b> Summon Annoy-o-Tron and Psych-o-Tron.,4,2,3,,,,"['BATTLECRY', 'DIVINE_SHIELD', 'TAUNT']",,,MECHANICAL,,,,,,
EX1_611e,HUNTER,ENCHANTMENT,Trapped,EXPERT1,Will be <b>Frozen</b> again at the start of the next turn.,,,,,,,,,,,,,,,,
AT_018,PRIEST,MINION,Confessor Paletress,TGT,<b>Inspire:</b> Summon a random <b>Legendary</b> minion.,7,5,4,LEGENDARY,True,She sees into your past and makes you face your fears.  Most common fear:  Getting Majordomo out of Sneed's Old Shredder.,['INSPIRE'],"[1600, 3200, 400, 1600]",,,,,,,,
CFM_621t8,NEUTRAL,SPELL,Kingsblood,GANGS,Draw a card.,1,,,,,,,,,,,,,,,
FP1_011,HUNTER,MINION,Webspinner,NAXX,<b>Deathrattle:</b> Add a random Beast card to your hand.,1,1,1,COMMON,True,Spider cocoons are like little pi�atas!,['DEATHRATTLE'],"[40, 400, 5, 50]",,BEAST,"Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",,,,
BRM_001,PALADIN,SPELL,Solemn Vigil,BRM,Draw 2 cards. Costs (1) less for each minion that died this turn.,5,,,COMMON,True,"Each year, folk gather in front of Blackrock Mountain to mourn those who were mind-controlled into the lava.",,"[40, 400, 5, 50]",,,"Unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.","Crafting unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.",,,,
LOEA02_10,NEUTRAL,SPELL,Wish for Companionship,LOE,<b>Discover</b> a Companion.,0,,,,,,,,,,,,,,,
NEW1_008,DRUID,MINION,Ancient of Lore,EXPERT1,<b>Choose One -</b> Draw a card; or Restore 5 Health.,7,5,5,EPIC,True,"Go ahead, carve your initials in him.",['CHOOSE_ONE'],"[400, 1600, 100, 400]",{'REQ_TARGET_IF_AVAILABLE': 0},,,,,,,
AT_132_PRIEST,PRIEST,HERO_POWER,Heal,TGT,"<b>Hero Power</b>
Restore #4 Health.",2,,,,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
EX1_241,SHAMAN,SPELL,Lava Burst,EXPERT1,Deal 5 damage. <b>Overload:</b> (2),3,,,RARE,True,It's like an ocean of liquid magma in your mouth!,,"[100, 800, 20, 100]",{'REQ_TARGET_TO_PLAY': 0},,,,,,,
CS2_201,NEUTRAL,MINION,Core Hound,CORE,,7,9,5,COMMON,True,You don�t tame a Core Hound. You just train it to eat someone else before it eats you.,,,,BEAST,,Unlocked at Hunter Level 51.,,,,
CS1_042,NEUTRAL,MINION,Goldshire Footman,CORE,<b>Taunt</b>,1,1,2,COMMON,True,"If 1/2 minions are all that is defending Goldshire, you would think it would have been overrun years ago.",['TAUNT'],,,,,Unlocked at Paladin Level 57.,,ALLIANCE,,
TB_Blizzcon2016_LotusEnchant,NEUTRAL,ENCHANTMENT,The Jade Lotus,TB,,,,,,,,,,,,,,,,,
EX1_539,HUNTER,SPELL,Kill Command,CORE,"Deal 3 damage. If you control a Beast, deal
5 damage instead.",3,,,COMMON,True,"""Kill!"", he commanded.",,,{'REQ_TARGET_TO_PLAY': 0},,Unlocked at Level 10.,Unlocked at Level 49.,,,,
CS2_083e,ROGUE,ENCHANTMENT,Sharpened,CORE,+1 Attack this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
EX1_010,NEUTRAL,MINION,Worgen Infiltrator,EXPERT1,<b>Stealth</b>,1,2,1,COMMON,True,"If you want to stop a worgen from infiltrating, just yell, ""No! Bad boy!""",['STEALTH'],"[40, 400, 5, 50]",,,,,,ALLIANCE,,
TB_Dorothee_001,NEUTRAL,MINION,Dorothee,TB,Minions to the left have <b>Charge</b>. Minions to the right have <b>Taunt</b>.,4,0,10,,,,,,,,,,,,,
AT_006,MAGE,MINION,Dalaran Aspirant,TGT,<b>Inspire:</b> Gain <b>Spell Damage +1</b>.,4,3,5,COMMON,True,Is he aspiring or inspiring?  Make up your mind!,['INSPIRE'],"[40, 400, 5, 50]",,,,,,,,
FP1_021,WARRIOR,WEAPON,Death's Bite,NAXX,<b>Deathrattle:</b> Deal 1 damage to all minions.,4,4,,COMMON,True,"""Take a bite outta Death."" - McScruff the Deathlord",['DEATHRATTLE'],"[40, 400, 5, 50]",,,"Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",,,2,
EX1_596,WARLOCK,SPELL,Demonfire,EXPERT1,"Deal 2 damage to a minion. If it�s a friendly Demon, give it +2/+2 instead.",2,,,COMMON,True,Demonfire is like regular fire except for IT NEVER STOPS BURNING HELLLPPP,,"[40, 400, 5, 50]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
AT_112,NEUTRAL,MINION,Master Jouster,TGT,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, gain <b>Taunt</b> and <b>Divine Shield</b>.",6,5,6,RARE,True,Needs just a few more ratings points to become Grandmaster Jouster.,['BATTLECRY'],"[100, 800, 20, 100]",,,,,,,,
AT_076,PALADIN,MINION,Murloc Knight,TGT,<b>Inspire:</b> Summon a random Murloc.,4,3,4,COMMON,True,Hee hee!  Look at his cute little feet.,['INSPIRE'],"[40, 400, 5, 50]",,MURLOC,,,,,,
AT_002,MAGE,SPELL,Effigy,TGT,"<b>Secret:</b> When a friendly minion dies, summon a random minion with the same Cost.",3,,,RARE,True,"Burning man, brah.",['SECRET'],"[100, 800, 20, 100]",,,,,,,,
PlaceholderCard,,,,,,0,,,,,,,,,,,,,,,
BRMA07_1,NEUTRAL,HERO,Highlord Omokk,BRM,,,,30,,,,,,,,,,,,,
LOE_051,DRUID,MINION,Jungle Moonkin,LOE,"Both players have
<b>Spell Damage +2</b>.",4,4,4,RARE,True,The REAL angry chicken!,,"[100, 800, 20, 100]",,BEAST,"Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",,,,
EX1_573a,DRUID,SPELL,Demigod's Favor,EXPERT1,Give your other minions +2/+2.,0,,,,,,,,,,,,,,,
CFM_602b,DRUID,SPELL,Jade Idol,GANGS,Shuffle 3 Jade Idols into your deck.,0,,,,,,,,,,,,,,,
EX1_563,NEUTRAL,MINION,Malygos,EXPERT1,<b>Spell Damage +5</b>,9,4,12,LEGENDARY,True,Malygos hates it when mortals use magic.  He gets so mad!,,"[1600, 3200, 400, 1600]",,DRAGON,,,,,,
GVG_075,NEUTRAL,MINION,Ship's Cannon,GVG,"After you summon a Pirate, deal 2 damage to a random enemy.",2,2,3,COMMON,True,"If you hear someone yell, ""Cannonball!"" you're about to get wet. Or crushed.",,"[40, 400, 5, 50]",,,,,,,,
GAME_006,NEUTRAL,SPELL,NOOOOOOOOOOOO,CORE,"Somehow, the card you USED to have has been deleted.  Here, have this one instead!",2,,,,,Even your flavor text has been deleted. Dang.,,,,,,,,,,
GVG_010,PRIEST,SPELL,Velen's Chosen,GVG,Give a minion +2/+4 and <b>Spell Damage +1</b>.,3,,,COMMON,True,"Velen wrote a ""Lovely Card"" for Tyrande with a picture of the Deeprun Tram that said ""I Choo-Choo-Choose you!""",,"[40, 400, 5, 50]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
BRMA07_1H,NEUTRAL,HERO,Highlord Omokk,BRM,,,,30,,,,,,,,,,,,,
FP1_023e,PRIEST,ENCHANTMENT,Power of the Ziggurat,NAXX,+3 Health.,,,,,,,,,,,,,,,,
GVG_058,PALADIN,MINION,Shielded Minibot,GVG,<b>Divine Shield</b>,2,2,2,COMMON,True,He chooses to believe what he is programmed to believe!,['DIVINE_SHIELD'],"[40, 400, 5, 50]",,MECHANICAL,,,,,,
CFM_606t,PRIEST,MINION,Crystal,GANGS,,2,2,2,,,,,,,,,,,,,
CRED_43,NEUTRAL,MINION,Jon Bankard,CREDITS,50% chance to be 100% right.,5,5,5,LEGENDARY,,,,,,,,,,,,
EX1_360,PALADIN,SPELL,Humility,CORE,Change a minion's Attack to 1.,1,,,COMMON,True,"This card makes something really damp.  Oh wait.  That's ""Humidity.""",,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,Unlocked at Level 6.,Unlocked at Level 28.,,,,
OG_028,SHAMAN,MINION,Thing from Below,OG,"<b>Taunt</b>.
Costs (1) less for each
Totem you've summoned
this game.",6,5,5,RARE,True,Just can't resist the opportunity to hang around with a bunch of totems.,['TAUNT'],"[100, 800, 20, 100]",,,,,,,,
LOEA04_06a,NEUTRAL,SPELL,Swing Across,LOE,"Take 10 damage or no damage, at random.",0,,,,,,['ImmuneToSpellpower'],,,,,,,,,
AT_042t,DRUID,MINION,Sabertooth Lion,TGT,<b>Charge</b>,2,2,1,COMMON,,,['CHARGE'],"[40, 400, 5, 50]",,BEAST,,,,,,
CFM_621e2,NEUTRAL,ENCHANTMENT,Goldthorn,GANGS,+4 Health.,,,,,,,,,,,,,,,,
PART_004,NEUTRAL,SPELL,Finicky Cloakfield,GVG,Give a friendly minion <b>Stealth</b> until your next turn.,1,,,,,,,,"{'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
BRMA16_5,NEUTRAL,WEAPON,Dragonteeth,BRM,"Whenever your opponent plays a card, gain +1 Attack.",1,0,,,,,,,,,,,,,6,
CS2_051,SHAMAN,MINION,Stoneclaw Totem,CORE,<b>Taunt</b>,1,0,2,FREE,,,['TAUNT'],,,TOTEM,,,,,,
CFM_658e,NEUTRAL,ENCHANTMENT,Cut Off,GANGS,Increased Attack.,,,,,,,,,,,,,,,,
KAR_096,NEUTRAL,MINION,Prince Malchezaar,KARA,"When the game starts,
add 5 extra <b>Legendary</b>
minions to your deck.",5,5,6,LEGENDARY,True,He was super excited to acquire Gorehowl at a garage sale!� Then super disappointed to find out it was a foam reproduction.,,"[1600, 3200, 400, 1600]",,DEMON,"Unlocked in the Spire, in One Night in Karazhan.","Crafting unlocked in the Spire, in One Night in Karazhan.",,,,
CS2_104e,WARRIOR,ENCHANTMENT,Rampage,EXPERT1,+3/+3.,,,,,,,,,,,,,,,,
BRMA06_4,NEUTRAL,MINION,Flamewaker Acolyte,BRM,,2,1,3,,,,,,,,,,,,,
BRMA10_4,NEUTRAL,MINION,Corrupted Egg,BRM,"When this minion has 4 or more Health, it hatches.",1,0,1,,,,['InvisibleDeathrattle'],,,,,,,,,
EX1_572,NEUTRAL,MINION,Ysera,EXPERT1,"At the end of your turn, add�a Dream Card to�your hand.",9,4,12,LEGENDARY,True,"Ysera rules the Emerald Dream.  Which is some kind of green-mirror-version of the real world, or something?",,"[1600, 3200, 400, 1600]",,DRAGON,,,,,,"['DREAM_01', 'DREAM_02', 'DREAM_03', 'DREAM_04', 'DREAM_05']"
CS2_034_H1,MAGE,HERO_POWER,Fireblast,HERO_SKINS,"<b>Hero Power</b>
Deal 1 damage.",2,,,FREE,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,Deal 1 damage.,,,
KARA_07_05heroic,NEUTRAL,SPELL,Stampeding Beast!,KARA,Summon a random Beast.,2,,,,,,,,,,,,,,,
OG_114a,WARLOCK,MINION,Icky Tentacle,OG,,1,1,1,,,,,,,,,,,,,
TB_Coopv3_102a,PRIEST,SPELL,Secrets of Shadow,TB,Each player draws 2 cards.,0,,,,,,,,,,,,,,,
GVG_112,NEUTRAL,MINION,Mogor the Ogre,GVG,All minions have a 50% chance to attack the wrong enemy.,6,7,6,LEGENDARY,True,Mogor helped reopen the Dark Portal once. You know you're in trouble when you have to rely on an ogre.,,"[1600, 3200, 400, 1600]",,,,,,,,
OG_255,NEUTRAL,MINION,Doomcaller,OG,"<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i> If it's dead, shuffle it into your deck.",8,7,9,RARE,True,"""Hello, is Doom there? No? Can I leave a message?""","['BATTLECRY', 'RITUAL']","[100, 800, 20, 100]",,,,,,,,
CRED_22,NEUTRAL,MINION,Cameron Chrisman,CREDITS,"While this is in your hand, Golden cards cost (1) less.",3,3,3,LEGENDARY,,,,,,,,,,,,
NAX14_04,NEUTRAL,SPELL,Pure Cold,NAXX,"Deal 8 damage to the enemy hero, and <b>Freeze</b> it.",5,,,,,,['FREEZE'],,,,,,,,,
CFM_337t,HUNTER,MINION,Piranha,GANGS,,1,1,1,,,,,,,BEAST,,,,,,
BRMA14_2H,NEUTRAL,HERO_POWER,Activate Arcanotron,BRM,"<b>Hero Power</b>
Activate Arcanotron!",0,,,,,,['AI_MUST_PLAY'],,,,,,,,,
OG_031,SHAMAN,WEAPON,Hammer of Twilight,OG,<b>Deathrattle:</b> Summon a 4/2 Elemental.,5,4,,EPIC,True,Stop! It's Twilight Hammer time.,['DEATHRATTLE'],"[400, 1600, 100, 400]",,,,,,,2,
KARA_08_02e,NEUTRAL,ENCHANTMENT,Nether Rage,KARA,+3 Attack.,,,,,,,,,,,,,,,,
TB_SPT_DPromo_EnterPortal,NEUTRAL,SPELL,The Portal Opens,TB,Through the Nether and into...,0,,,,,,,,,,,,,,,
EX1_144,ROGUE,SPELL,Shadowstep,EXPERT1,Return a friendly minion to your hand. It�costs (2) less.,0,,,COMMON,True,Rogue dance troops will sometimes Shadowstep away at the end of a performance.  Crowds love it.,,"[40, 400, 5, 50]","{'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
GVG_030a,DRUID,SPELL,Attack Mode,GVG,+1 Attack.,0,,,,,,,,,,,,,,,
CFM_300,WARRIOR,MINION,Public Defender,GANGS,<b>Taunt</b>,2,0,7,COMMON,True,Happy to defend any public offender!,['TAUNT'],"[40, 400, 5, 50]",,,,,,,,
CS2_171,NEUTRAL,MINION,Stonetusk Boar,CORE,<b>Charge</b>,1,1,1,FREE,True,This card is boaring.,['CHARGE'],,,BEAST,,Unlocked at Hunter Level 53.,,,,
AT_080,NEUTRAL,MINION,Garrison Commander,TGT,You can use your Hero Power twice a turn.,2,2,3,EPIC,True,"He'll never admit it, but he pushes you hard because he really cares about you.",,"[400, 1600, 100, 400]",,,,,,,,
AT_071e,WARRIOR,ENCHANTMENT,Alexstrasza's Boon,TGT,+1 Attack and <b>Charge</b>.,,,,,,,,,,,,,,,,
BRMA17_5H,NEUTRAL,HERO_POWER,Bone Minions,BRM,"<b>Hero Power</b>
Summon two 4/2 Bone Constructs.",2,,,,,,,,{'REQ_NUM_MINION_SLOTS': 1},,,,,,,
CFM_067,NEUTRAL,MINION,Hozen Healer,GANGS,<b>Battlecry</b>: Restore a minion to full Health.,4,2,6,COMMON,True,"He didn't go to school for healing, but we keep losing all the good healers to Ratchet, so I guess we'll take him.",['BATTLECRY'],"[40, 400, 5, 50]","{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
CFM_712_t02,NEUTRAL,MINION,Jade Golem,GANGS,,2,2,2,,,,['JADE_GOLEM'],,,,,,,,,
GVG_057a,NEUTRAL,ENCHANTMENT,Seal of Light,GVG,+2 Attack this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
BRMA03_2,NEUTRAL,HERO_POWER,Power of the Firelord,BRM,"<b>Hero Power</b>
Deal 30 damage.",2,,,,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
GVG_116,NEUTRAL,MINION,Mekgineer Thermaplugg,GVG,"Whenever an enemy minion dies, summon a Leper Gnome.",9,9,7,LEGENDARY,True,"He was obsessed with explosives until he discovered knitting. Now he yells, �SWEATERS! MORE SWEATERS!�",,"[1600, 3200, 400, 1600]",,MECHANICAL,,,,,,
NAX1_05,NEUTRAL,SPELL,Locust Swarm,NAXX,Deal 3 damage to all enemy minions. Restore #3 Health to your hero.,7,,,,,,,,,,,,,,,
TB_FW_Boom,NEUTRAL,HERO,Capt. Boom Bot,TB,,,,30,,,,,,,,,,,,,
NEW1_031,HUNTER,SPELL,Animal Companion,CORE,Summon a random Beast Companion.,3,,,COMMON,True,"You could summon Misha, Leokk, or Huffer!  Huffer is more trouble than he's worth.",,,{'REQ_NUM_MINION_SLOTS': 1},,Unlocked at Level 2.,Unlocked at Level 45.,,,,"['NEW1_032', 'NEW1_033', 'NEW1_034']"
CFM_606,PRIEST,MINION,Mana Geode,GANGS,"Whenever this minion is�healed, summon a 2/2�Crystal.",2,2,3,EPIC,True,"Gadgetzan, where even the pet rocks have pet rocks.",,"[400, 1600, 100, 400]",,,,,,,,
